part_id,hh_id,part_age,part_gender
282,Mo08HH282,14,M
283,Mo08HH283,14,F
284,Mo08HH284,11,F
285,Mo08HH285,12,M
286,Mo08HH286,15,F
287,Mo08HH287,16,F
288,Mo08HH288,14,F
289,Mo08HH289,13,M
290,Mo08HH290,17,M
291,Mo08HH291,12,M
292,Mo08HH292,15,F
293,Mo08HH293,14,M
294,Mo08HH294,13,F
295,Mo08HH295,15,M
296,Mo08HH296,10,F
297,Mo08HH297,17,M
298,Mo08HH298,12,M
299,Mo08HH299,14,F
300,Mo08HH300,,
301,Mo08HH301,37,M
302,Mo08HH302,42,F
303,Mo08HH303,63,F
304,Mo08HH304,28,F
305,Mo08HH305,33,F
306,Mo08HH306,41,F
307,Mo08HH307,55,F
308,Mo08HH308,66,M
309,Mo08HH309,55,F
310,Mo08HH310,48,M
311,Mo08HH311,30,M
312,Mo08HH312,70,M
313,Mo08HH313,34,F
314,Mo08HH314,35,F
315,Mo08HH315,65,F
316,Mo08HH316,51,M
317,Mo08HH317,45,F
318,Mo08HH318,80,M
319,Mo08HH319,63,M
320,Mo08HH320,45,F
321,Mo08HH321,31,F
322,Mo08HH322,28,M
323,Mo08HH323,34,F
324,Mo08HH324,27,M
325,Mo08HH325,56,M
326,Mo08HH326,42,M
327,Mo08HH327,50,F
328,Mo08HH328,22,F
329,Mo08HH329,34,F
330,Mo08HH330,66,F
331,Mo08HH331,41,M
332,Mo08HH332,70,M
333,Mo08HH333,66,F
334,Mo08HH334,59,F
335,Mo08HH335,65,F
336,Mo08HH336,63,F
337,Mo08HH337,29,F
338,Mo08HH338,65,F
339,Mo08HH339,39,M
340,Mo08HH340,35,M
341,Mo08HH341,45,F
342,Mo08HH342,20,M
343,Mo08HH343,41,M
344,Mo08HH344,65,F
345,Mo08HH345,51,F
346,Mo08HH346,34,F
347,Mo08HH347,63,M
348,Mo08HH348,34,F
349,Mo08HH349,42,M
350,Mo08HH350,52,M
351,Mo08HH351,58,F
352,Mo08HH352,72,M
353,Mo08HH353,35,F
354,Mo08HH354,38,F
355,Mo08HH355,29,F
356,Mo08HH356,33,F
357,Mo08HH357,45,F
358,Mo08HH358,40,M
359,Mo08HH359,24,F
360,Mo08HH360,62,F
361,Mo08HH361,57,M
362,Mo08HH362,60,F
363,Mo08HH363,44,M
364,Mo08HH364,41,F
365,Mo08HH365,62,M
366,Mo08HH366,41,M
367,Mo08HH367,68,F
368,Mo08HH368,60,M
369,Mo08HH369,60,F
370,Mo08HH370,63,F
371,Mo08HH371,55,F
372,Mo08HH372,30,M
373,Mo08HH373,46,F
374,Mo08HH374,61,M
375,Mo08HH375,47,M
376,Mo08HH376,49,M
377,Mo08HH377,37,M
378,Mo08HH378,53,F
379,Mo08HH379,31,F
380,Mo08HH380,20,M
381,Mo08HH381,68,F
382,Mo08HH382,48,M
383,Mo08HH383,65,F
384,Mo08HH384,38,F
385,Mo08HH385,32,M
386,Mo08HH386,58,F
387,Mo08HH387,51,M
388,Mo08HH388,23,F
389,Mo08HH389,24,F
390,Mo08HH390,60,F
391,Mo08HH391,20,F
392,Mo08HH392,24,M
393,Mo08HH393,38,F
394,Mo08HH394,21,M
395,Mo08HH395,21,F
396,Mo08HH396,21,F
397,Mo08HH397,21,F
398,Mo08HH398,47,F
399,Mo08HH399,22,F
400,Mo08HH400,37,F
401,Mo08HH401,38,M
402,Mo08HH402,24,F
403,Mo08HH403,61,F
404,Mo08HH404,18,F
405,Mo08HH405,49,M
406,Mo08HH406,18,F
407,Mo08HH407,41,F
408,Mo08HH408,36,M
409,Mo08HH409,18,M
410,Mo08HH410,33,F
411,Mo08HH411,33,M
412,Mo08HH412,18,M
413,Mo08HH413,20,F
414,Mo08HH414,18,M
415,Mo08HH415,25,F
416,Mo08HH416,26,F
417,Mo08HH417,38,M
418,Mo08HH418,38,F
419,Mo08HH419,51,F
420,Mo08HH420,59,F
421,Mo08HH421,25,M
422,Mo08HH422,23,F
423,Mo08HH423,54,F
424,Mo08HH424,59,F
425,Mo08HH425,59,M
426,Mo08HH426,38,F
427,Mo08HH427,62,F
428,Mo08HH428,41,F
429,Mo08HH429,56,M
430,Mo08HH430,51,M
431,Mo08HH431,49,F
432,Mo08HH432,32,F
433,Mo08HH433,22,F
434,Mo08HH434,80,F
435,Mo08HH435,45,F
436,Mo08HH436,34,F
437,Mo08HH437,41,M
438,Mo08HH438,28,F
439,Mo08HH439,59,F
440,Mo08HH440,37,F
441,Mo08HH441,52,F
442,Mo08HH442,34,F
443,Mo08HH443,52,F
444,Mo08HH444,59,F
445,Mo08HH445,50,F
446,Mo08HH446,44,M
447,Mo08HH447,45,F
448,Mo08HH448,44,M
449,Mo08HH449,56,F
450,Mo08HH450,35,M
451,Mo08HH451,34,M
452,Mo08HH452,63,F
453,Mo08HH453,21,M
454,Mo08HH454,39,F
455,Mo08HH455,28,M
456,Mo08HH456,34,F
457,Mo08HH457,59,M
458,Mo08HH458,26,F
459,Mo08HH459,25,M
460,Mo08HH460,28,F
461,Mo08HH461,42,M
462,Mo08HH462,79,F
463,Mo08HH463,47,F
464,Mo08HH464,55,F
465,Mo08HH465,41,M
466,Mo08HH466,40,F
467,Mo08HH467,63,M
468,Mo08HH468,54,M
469,Mo08HH469,25,M
470,Mo08HH470,42,F
471,Mo08HH471,50,F
472,Mo08HH472,21,F
473,Mo08HH473,56,M
474,Mo08HH474,49,M
475,Mo08HH475,60,M
476,Mo08HH476,56,F
477,Mo08HH477,48,M
478,Mo08HH478,53,F
479,Mo08HH479,55,F
480,Mo08HH480,57,F
481,Mo08HH481,41,M
482,Mo08HH482,66,F
483,Mo08HH483,27,F
484,Mo08HH484,44,F
485,Mo08HH485,41,M
486,Mo08HH486,62,M
487,Mo08HH487,35,F
488,Mo08HH488,50,F
489,Mo08HH489,42,F
490,Mo08HH490,70,F
491,Mo08HH491,40,M
492,Mo08HH492,65,M
493,Mo08HH493,59,F
494,Mo08HH494,33,F
495,Mo08HH495,46,F
496,Mo08HH496,66,M
497,Mo08HH497,70,F
498,Mo08HH498,34,F
499,Mo08HH499,59,F
500,Mo08HH500,55,M
501,Mo08HH501,61,M
502,Mo08HH502,50,M
503,Mo08HH503,62,M
504,Mo08HH504,58,F
505,Mo08HH505,49,M
506,Mo08HH506,49,M
507,Mo08HH507,50,M
508,Mo08HH508,53,F
509,Mo08HH509,60,M
510,Mo08HH510,52,M
511,Mo08HH511,21,M
512,Mo08HH512,26,F
513,Mo08HH513,45,M
514,Mo08HH514,58,F
515,Mo08HH515,69,F
516,Mo08HH516,42,M
517,Mo08HH517,76,M
518,Mo08HH518,60,F
519,Mo08HH519,38,M
520,Mo08HH520,34,F
521,Mo08HH521,65,M
522,Mo08HH522,52,M
523,Mo08HH523,48,M
524,Mo08HH524,27,M
525,Mo08HH525,50,M
526,Mo08HH526,72,M
527,Mo08HH527,53,M
528,Mo08HH528,40,M
529,Mo08HH529,48,M
530,Mo08HH530,56,F
531,Mo08HH531,35,M
532,Mo08HH532,41,F
533,Mo08HH533,53,F
534,Mo08HH534,35,M
535,Mo08HH535,65,M
536,Mo08HH536,33,F
537,Mo08HH537,54,M
538,Mo08HH538,51,M
539,Mo08HH539,43,M
540,Mo08HH540,38,M
541,Mo08HH541,24,F
542,Mo08HH542,45,F
543,Mo08HH543,67,F
544,Mo08HH544,81,M
545,Mo08HH545,60,M
546,Mo08HH546,41,M
547,Mo08HH547,55,F
548,Mo08HH548,18,M
549,Mo08HH549,77,F
550,Mo08HH550,41,F
551,Mo08HH551,43,M
552,Mo08HH552,65,F
553,Mo08HH553,67,F
554,Mo08HH554,52,M
555,Mo08HH555,50,F
556,Mo08HH556,49,F
557,Mo08HH557,52,F
558,Mo08HH558,59,M
559,Mo08HH559,42,F
560,Mo08HH560,45,M
561,Mo08HH561,43,M
562,Mo08HH562,25,M
563,Mo08HH563,53,M
564,Mo08HH564,35,F
565,Mo08HH565,41,F
566,Mo08HH566,68,F
567,Mo08HH567,35,F
568,Mo08HH568,36,F
569,Mo08HH569,49,M
570,Mo08HH570,52,F
571,Mo08HH571,18,M
572,Mo08HH572,44,F
573,Mo08HH573,53,M
574,Mo08HH574,54,M
575,Mo08HH575,60,F
576,Mo08HH576,37,F
577,Mo08HH577,75,M
578,Mo08HH578,48,F
579,Mo08HH579,51,F
580,Mo08HH580,42,M
581,Mo08HH581,29,M
582,Mo08HH582,34,M
583,Mo08HH583,51,F
584,Mo08HH584,23,M
585,Mo08HH585,37,F
586,Mo08HH586,25,M
587,Mo08HH587,55,M
588,Mo08HH588,47,M
589,Mo08HH589,45,M
590,Mo08HH590,50,F
591,Mo08HH591,63,M
592,Mo08HH592,21,M
593,Mo08HH593,73,M
594,Mo08HH594,20,M
595,Mo08HH595,47,F
596,Mo08HH596,71,F
597,Mo08HH597,44,M
598,Mo08HH598,18,F
599,Mo08HH599,51,M
600,Mo08HH600,40,F
601,Mo08HH601,48,F
602,Mo08HH602,24,F
603,Mo08HH603,48,F
604,Mo08HH604,37,M
605,Mo08HH605,43,F
606,Mo08HH606,47,F
607,Mo08HH607,18,F
608,Mo08HH608,41,F
609,Mo08HH609,51,M
610,Mo08HH610,18,F
611,Mo08HH611,36,F
612,Mo08HH612,49,M
613,Mo08HH613,53,M
614,Mo08HH614,24,F
615,Mo08HH615,23,M
616,Mo08HH616,53,F
617,Mo08HH617,40,M
618,Mo08HH618,47,M
619,Mo08HH619,23,M
620,Mo08HH620,22,F
621,Mo08HH621,32,M
622,Mo08HH622,21,M
623,Mo08HH623,24,M
624,Mo08HH624,24,M
625,Mo08HH625,39,M
626,Mo08HH626,47,M
627,Mo08HH627,19,M
628,Mo08HH628,37,M
629,Mo08HH629,22,F
630,Mo08HH630,19,M
631,Mo08HH631,40,F
632,Mo08HH632,33,F
633,Mo08HH633,23,M
634,Mo08HH634,24,F
635,Mo08HH635,50,M
636,Mo08HH636,33,M
637,Mo08HH637,21,F
638,Mo08HH638,59,M
639,Mo08HH639,31,F
640,Mo08HH640,31,F
641,Mo08HH641,26,F
642,Mo08HH642,39,F
643,Mo08HH643,38,M
644,Mo08HH644,49,F
645,Mo08HH645,37,F
646,Mo08HH646,36,F
647,Mo08HH647,60,M
648,Mo08HH648,46,M
649,Mo08HH649,48,F
650,Mo08HH650,64,M
651,Mo08HH651,66,F
652,Mo08HH652,29,M
653,Mo08HH653,30,F
654,Mo08HH654,63,M
655,Mo08HH655,54,F
656,Mo08HH656,55,M
657,Mo08HH657,29,F
658,Mo08HH658,71,F
659,Mo08HH659,54,F
660,Mo08HH660,39,M
661,Mo08HH661,45,F
662,Mo08HH662,51,F
663,Mo08HH663,46,F
664,Mo08HH664,75,F
665,Mo08HH665,57,F
666,Mo08HH666,62,M
667,Mo08HH667,46,F
668,Mo08HH668,63,F
669,Mo08HH669,25,F
670,Mo08HH670,30,M
671,Mo08HH671,56,F
672,Mo08HH672,43,F
673,Mo08HH673,61,M
674,Mo08HH674,47,F
675,Mo08HH675,38,F
676,Mo08HH676,18,F
677,Mo08HH677,19,F
678,Mo08HH678,58,M
679,Mo08HH679,60,F
680,Mo08HH680,55,M
681,Mo08HH681,59,M
682,Mo08HH682,66,M
683,Mo08HH683,27,F
684,Mo08HH684,45,F
685,Mo08HH685,60,M
686,Mo08HH686,30,F
687,Mo08HH687,42,M
688,Mo08HH688,19,F
689,Mo08HH689,71,M
690,Mo08HH690,32,F
691,Mo08HH691,28,F
692,Mo08HH692,50,F
693,Mo08HH693,30,F
694,Mo08HH694,80,F
695,Mo08HH695,38,F
696,Mo08HH696,41,M
697,Mo08HH697,62,M
698,Mo08HH698,60,F
699,Mo08HH699,57,M
700,Mo08HH700,36,M
701,Mo08HH701,45,F
702,Mo08HH702,24,M
703,Mo08HH703,41,M
704,Mo08HH704,38,F
705,Mo08HH705,69,M
706,Mo08HH706,21,M
707,Mo08HH707,45,F
708,Mo08HH708,42,F
709,Mo08HH709,45,F
710,Mo08HH710,22,F
711,Mo08HH711,39,M
712,Mo08HH712,35,F
713,Mo08HH713,30,M
714,Mo08HH714,74,M
715,Mo08HH715,49,M
716,Mo08HH716,38,F
717,Mo08HH717,18,M
718,Mo08HH718,42,M
719,Mo08HH719,25,M
720,Mo08HH720,24,F
721,Mo08HH721,35,F
722,Mo08HH722,58,M
723,Mo08HH723,60,F
724,Mo08HH724,67,M
725,Mo08HH725,44,F
726,Mo08HH726,34,M
727,Mo08HH727,57,F
728,Mo08HH728,31,M
729,Mo08HH729,30,F
730,Mo08HH730,45,F
731,Mo08HH731,45,F
732,Mo08HH732,59,M
733,Mo08HH733,39,F
734,Mo08HH734,42,F
735,Mo08HH735,31,F
736,Mo08HH736,18,F
737,Mo08HH737,41,M
738,Mo08HH738,64,M
739,Mo08HH739,56,M
740,Mo08HH740,36,M
741,Mo08HH741,46,F
742,Mo08HH742,64,M
743,Mo08HH743,35,M
744,Mo08HH744,54,F
745,Mo08HH745,36,F
746,Mo08HH746,43,M
747,Mo08HH747,60,F
748,Mo08HH748,50,M
749,Mo08HH749,,
750,Mo08HH750,60,M
751,Mo08HH751,71,F
752,Mo08HH752,37,M
753,Mo08HH753,52,F
754,Mo08HH754,58,F
755,Mo08HH755,62,F
756,Mo08HH756,65,F
757,Mo08HH757,23,M
758,Mo08HH758,52,F
759,Mo08HH759,39,F
760,Mo08HH760,27,M
761,Mo08HH761,40,F
762,Mo08HH762,34,F
763,Mo08HH763,58,F
764,Mo08HH764,32,M
765,Mo08HH765,24,F
766,Mo08HH766,50,F
767,Mo08HH767,36,F
768,Mo08HH768,31,M
769,Mo08HH769,54,F
770,Mo08HH770,34,M
771,Mo08HH771,64,M
772,Mo08HH772,34,F
773,Mo08HH773,21,F
774,Mo08HH774,55,F
775,Mo08HH775,47,M
776,Mo08HH776,57,M
777,Mo08HH777,33,F
778,Mo08HH778,61,M
779,Mo08HH779,51,F
780,Mo08HH780,23,F
781,Mo08HH781,46,F
782,Mo08HH782,23,M
783,Mo08HH783,39,M
784,Mo08HH784,23,F
785,Mo08HH785,45,M
786,Mo08HH786,29,M
787,Mo08HH787,47,F
788,Mo08HH788,44,F
789,Mo08HH789,62,M
790,Mo08HH790,20,F
791,Mo08HH791,40,M
792,Mo08HH792,19,M
793,Mo08HH793,43,F
794,Mo08HH794,36,M
795,Mo08HH795,46,M
796,Mo08HH796,57,F
797,Mo08HH797,31,M
798,Mo08HH798,39,F
799,Mo08HH799,35,F
800,Mo08HH800,65,F
801,Mo08HH801,,
802,Mo08HH802,28,F
803,Mo08HH803,48,F
804,Mo08HH804,28,F
805,Mo08HH805,55,F
806,Mo08HH806,42,F
807,Mo08HH807,25,F
808,Mo08HH808,26,M
809,Mo08HH809,52,F
810,Mo08HH810,,
811,Mo08HH811,57,F
812,Mo08HH812,29,F
813,Mo08HH813,47,F
814,Mo08HH814,67,F
815,Mo08HH815,18,F
816,Mo08HH816,24,M
817,Mo08HH817,21,F
818,Mo08HH818,50,F
819,Mo08HH819,58,F
820,Mo08HH820,33,F
821,Mo08HH821,29,M
822,Mo08HH822,20,F
823,Mo08HH823,61,M
824,Mo08HH824,41,F
825,Mo08HH825,45,M
826,Mo08HH826,21,M
827,Mo08HH827,32,M
828,Mo08HH828,70,M
829,Mo08HH829,43,M
830,Mo08HH830,24,F
831,Mo08HH831,61,M
832,Mo08HH832,18,F
833,Mo08HH833,26,M
834,Mo08HH834,82,F
835,Mo08HH835,8,F
836,Mo08HH836,59,F
837,Mo08HH837,17,F
838,Mo08HH838,4,F
839,Mo08HH839,32,M
840,Mo08HH840,19,F
841,Mo08HH841,31,M
842,Mo08HH842,29,M
843,Mo08HH843,24,F
844,Mo08HH844,15,M
845,Mo08HH845,11,F
846,Mo08HH846,10,F
847,Mo08HH847,8,M
848,Mo08HH848,7,F
849,Mo08HH849,12,F
850,Mo08HH850,1,F
851,Mo08HH851,4,F
852,Mo08HH852,20,F
853,Mo08HH853,12,M
854,Mo08HH854,20,F
855,Mo08HH855,19,M
856,Mo08HH856,18,F
857,Mo08HH857,18,F
858,Mo08HH858,17,F
859,Mo08HH859,17,M
860,Mo08HH860,17,M
861,Mo08HH861,17,M
862,Mo08HH862,17,M
863,Mo08HH863,16,F
864,Mo08HH864,16,M
865,Mo08HH865,16,F
866,Mo08HH866,16,F
867,Mo08HH867,15,F
868,Mo08HH868,15,F
869,Mo08HH869,15,F
870,Mo08HH870,15,F
871,Mo08HH871,15,F
872,Mo08HH872,15,F
873,Mo08HH873,15,F
874,Mo08HH874,14,M
875,Mo08HH875,14,F
876,Mo08HH876,14,F
877,Mo08HH877,14,M
878,Mo08HH878,14,F
879,Mo08HH879,14,F
880,Mo08HH880,14,F
881,Mo08HH881,13,M
882,Mo08HH882,13,M
883,Mo08HH883,13,M
884,Mo08HH884,13,M
885,Mo08HH885,13,F
886,Mo08HH886,13,M
887,Mo08HH887,13,F
888,Mo08HH888,13,M
889,Mo08HH889,13,F
890,Mo08HH890,13,F
891,Mo08HH891,13,M
892,Mo08HH892,13,F
893,Mo08HH893,13,F
894,Mo08HH894,13,F
895,Mo08HH895,13,F
896,Mo08HH896,13,F
897,Mo08HH897,13,M
898,Mo08HH898,13,F
899,Mo08HH899,13,M
900,Mo08HH900,13,F
901,Mo08HH901,13,F
902,Mo08HH902,13,F
903,Mo08HH903,13,M
904,Mo08HH904,12,M
905,Mo08HH905,12,F
906,Mo08HH906,12,M
907,Mo08HH907,12,F
908,Mo08HH908,12,F
909,Mo08HH909,12,M
910,Mo08HH910,12,F
911,Mo08HH911,12,M
912,Mo08HH912,12,M
913,Mo08HH913,12,M
914,Mo08HH914,12,F
915,Mo08HH915,12,M
916,Mo08HH916,12,M
917,Mo08HH917,12,M
918,Mo08HH918,12,M
919,Mo08HH919,12,M
920,Mo08HH920,12,M
921,Mo08HH921,11,M
922,Mo08HH922,11,M
923,Mo08HH923,11,F
924,Mo08HH924,11,M
925,Mo08HH925,11,M
926,Mo08HH926,11,M
927,Mo08HH927,11,F
928,Mo08HH928,11,
929,Mo08HH929,11,F
930,Mo08HH930,11,M
931,Mo08HH931,11,M
932,Mo08HH932,11,F
933,Mo08HH933,11,F
934,Mo08HH934,11,F
935,Mo08HH935,11,F
936,Mo08HH936,11,M
937,Mo08HH937,11,F
938,Mo08HH938,11,M
939,Mo08HH939,11,F
940,Mo08HH940,10,F
941,Mo08HH941,10,F
942,Mo08HH942,10,M
943,Mo08HH943,10,M
944,Mo08HH944,10,M
945,Mo08HH945,10,F
946,Mo08HH946,10,F
947,Mo08HH947,10,F
948,Mo08HH948,10,F
949,Mo08HH949,10,F
950,Mo08HH950,10,M
951,Mo08HH951,10,M
952,Mo08HH952,10,M
953,Mo08HH953,10,M
954,Mo08HH954,10,M
955,Mo08HH955,10,F
956,Mo08HH956,10,M
957,Mo08HH957,10,F
958,Mo08HH958,10,M
959,Mo08HH959,10,M
960,Mo08HH960,10,M
961,Mo08HH961,10,M
962,Mo08HH962,10,M
963,Mo08HH963,9,F
964,Mo08HH964,9,M
965,Mo08HH965,9,F
966,Mo08HH966,9,M
967,Mo08HH967,9,F
968,Mo08HH968,9,F
969,Mo08HH969,9,M
970,Mo08HH970,9,F
971,Mo08HH971,9,F
972,Mo08HH972,9,F
973,Mo08HH973,9,F
974,Mo08HH974,9,F
975,Mo08HH975,9,F
976,Mo08HH976,8,F
977,Mo08HH977,8,M
978,Mo08HH978,8,M
979,Mo08HH979,8,M
980,Mo08HH980,8,M
981,Mo08HH981,8,M
982,Mo08HH982,8,M
983,Mo08HH983,8,F
984,Mo08HH984,8,F
985,Mo08HH985,8,M
986,Mo08HH986,8,F
987,Mo08HH987,8,M
988,Mo08HH988,8,F
989,Mo08HH989,8,F
990,Mo08HH990,8,F
991,Mo08HH991,8,M
992,Mo08HH992,7,M
993,Mo08HH993,7,M
994,Mo08HH994,7,M
995,Mo08HH995,7,M
996,Mo08HH996,7,F
997,Mo08HH997,7,F
998,Mo08HH998,7,M
