hh_id,country,hh_size
Mo08HH101,IT,5
Mo08HH102,IT,4
Mo08HH103,IT,4
Mo08HH104,IT,4
Mo08HH105,IT,4
Mo08HH106,IT,3
Mo08HH107,IT,5
Mo08HH108,IT,3
Mo08HH109,IT,6
Mo08HH110,IT,4
Mo08HH111,IT,4
Mo08HH112,IT,6
Mo08HH113,IT,3
Mo08HH114,IT,5
Mo08HH115,IT,4
Mo08HH116,IT,3
Mo08HH117,IT,4
Mo08HH118,IT,3
Mo08HH119,IT,3
Mo08HH120,IT,5
Mo08HH121,IT,4
Mo08HH122,IT,3
Mo08HH123,IT,3
Mo08HH124,IT,4
Mo08HH125,IT,3
Mo08HH126,IT,4
Mo08HH127,IT,3
Mo08HH128,IT,5
Mo08HH129,IT,5
Mo08HH130,IT,4
Mo08HH131,IT,5
Mo08HH132,IT,5
Mo08HH133,IT,5
Mo08HH134,IT,2
Mo08HH135,IT,5
Mo08HH136,IT,3
Mo08HH137,IT,3
Mo08HH138,IT,3
Mo08HH139,IT,4
Mo08HH140,IT,3
Mo08HH141,IT,4
Mo08HH142,IT,4
Mo08HH143,IT,3
Mo08HH144,IT,6
Mo08HH145,IT,3
Mo08HH146,IT,4
Mo08HH147,IT,3
Mo08HH148,IT,3
Mo08HH149,IT,4
Mo08HH150,IT,3
Mo08HH151,IT,4
Mo08HH152,IT,4
Mo08HH153,IT,3
Mo08HH154,IT,3
Mo08HH155,IT,4
Mo08HH156,IT,4
Mo08HH157,IT,4
Mo08HH158,IT,4
Mo08HH159,IT,3
Mo08HH160,IT,4
Mo08HH161,IT,3
Mo08HH162,IT,3
Mo08HH163,IT,4
Mo08HH164,IT,4
Mo08HH165,IT,3
Mo08HH166,IT,4
Mo08HH167,IT,3
Mo08HH168,IT,3
Mo08HH169,IT,4
Mo08HH170,IT,5
Mo08HH171,IT,4
Mo08HH172,IT,3
Mo08HH173,IT,4
Mo08HH174,IT,5
Mo08HH175,IT,3
Mo08HH176,IT,4
Mo08HH177,IT,3
Mo08HH178,IT,5
Mo08HH179,IT,3
Mo08HH180,IT,4
Mo08HH181,IT,4
Mo08HH182,IT,3
Mo08HH183,IT,4
Mo08HH184,IT,4
Mo08HH185,IT,3
Mo08HH186,IT,3
Mo08HH187,IT,5
Mo08HH188,IT,4
Mo08HH189,IT,4
Mo08HH190,IT,6
Mo08HH191,IT,4
Mo08HH192,IT,4
Mo08HH193,IT,3
Mo08HH194,IT,4
Mo08HH195,IT,5
Mo08HH196,IT,3
Mo08HH197,IT,4
Mo08HH198,IT,3
Mo08HH199,IT,5
Mo08HH200,IT,4
Mo08HH201,IT,4
Mo08HH202,IT,6
Mo08HH203,IT,3
Mo08HH204,IT,4
Mo08HH205,IT,4
Mo08HH206,IT,4
Mo08HH207,IT,4
Mo08HH208,IT,5
Mo08HH209,IT,4
Mo08HH210,IT,3
Mo08HH211,IT,4
Mo08HH212,IT,3
Mo08HH213,IT,4
Mo08HH214,IT,5
Mo08HH215,IT,4
Mo08HH216,IT,3
Mo08HH217,IT,3
Mo08HH218,IT,4
Mo08HH219,IT,5
Mo08HH220,IT,4
Mo08HH221,IT,4
Mo08HH222,IT,4
Mo08HH223,IT,4
Mo08HH224,IT,4
Mo08HH225,IT,5
Mo08HH226,IT,4
Mo08HH227,IT,4
Mo08HH228,IT,2
Mo08HH229,IT,3
Mo08HH230,IT,4
Mo08HH231,IT,3
Mo08HH232,IT,4
Mo08HH233,IT,4
Mo08HH234,IT,4
Mo08HH235,IT,4
Mo08HH236,IT,3
Mo08HH237,IT,4
Mo08HH238,IT,1
Mo08HH239,IT,4
Mo08HH240,IT,6
Mo08HH241,IT,4
Mo08HH242,IT,4
Mo08HH243,IT,5
Mo08HH244,IT,3
Mo08HH245,IT,4
Mo08HH246,IT,1
Mo08HH247,IT,4
Mo08HH248,IT,3
Mo08HH249,IT,4
Mo08HH250,IT,3
Mo08HH251,IT,5
Mo08HH252,IT,3
Mo08HH253,IT,4
Mo08HH254,IT,6
Mo08HH255,IT,5
Mo08HH256,IT,5
Mo08HH257,IT,4
Mo08HH258,IT,4
Mo08HH259,IT,7
Mo08HH260,IT,4
Mo08HH261,IT,4
Mo08HH262,IT,5
Mo08HH263,IT,4
Mo08HH264,IT,4
Mo08HH265,IT,4
Mo08HH266,IT,3
Mo08HH267,IT,3
Mo08HH268,IT,4
Mo08HH269,IT,5
Mo08HH270,IT,3
Mo08HH271,IT,5
Mo08HH272,IT,4
Mo08HH273,IT,3
Mo08HH274,IT,5
Mo08HH275,IT,3
Mo08HH276,IT,4
Mo08HH277,IT,3
Mo08HH278,IT,3
Mo08HH279,IT,4
Mo08HH280,IT,3
Mo08HH281,IT,4
Mo08HH282,IT,5
Mo08HH283,IT,4
Mo08HH284,IT,3
Mo08HH285,IT,4
Mo08HH286,IT,3
Mo08HH287,IT,4
Mo08HH288,IT,5
Mo08HH289,IT,4
Mo08HH290,IT,3
Mo08HH291,IT,4
Mo08HH292,IT,2
Mo08HH293,IT,4
Mo08HH294,IT,2
Mo08HH295,IT,4
Mo08HH296,IT,4
Mo08HH297,IT,6
Mo08HH298,IT,4
Mo08HH299,IT,4
Mo08HH300,IT,1
Mo08HH301,IT,3
Mo08HH302,IT,4
Mo08HH303,IT,3
Mo08HH304,IT,3
Mo08HH305,IT,6
Mo08HH306,IT,4
Mo08HH307,IT,3
Mo08HH308,IT,3
Mo08HH309,IT,3
Mo08HH310,IT,4
Mo08HH311,IT,3
Mo08HH312,IT,3
Mo08HH313,IT,4
Mo08HH314,IT,3
Mo08HH315,IT,3
Mo08HH316,IT,2
Mo08HH317,IT,4
Mo08HH318,IT,1
Mo08HH319,IT,4
Mo08HH320,IT,3
Mo08HH321,IT,2
Mo08HH322,IT,4
Mo08HH323,IT,4
Mo08HH324,IT,5
Mo08HH325,IT,2
Mo08HH326,IT,2
Mo08HH327,IT,5
Mo08HH328,IT,3
Mo08HH329,IT,2
Mo08HH330,IT,2
Mo08HH331,IT,2
Mo08HH332,IT,1
Mo08HH333,IT,2
Mo08HH334,IT,3
Mo08HH335,IT,1
Mo08HH336,IT,2
Mo08HH337,IT,3
Mo08HH338,IT,2
Mo08HH339,IT,4
Mo08HH340,IT,5
Mo08HH341,IT,3
Mo08HH342,IT,3
Mo08HH343,IT,3
Mo08HH344,IT,2
Mo08HH345,IT,3
Mo08HH346,IT,3
Mo08HH347,IT,3
Mo08HH348,IT,2
Mo08HH349,IT,2
Mo08HH350,IT,4
Mo08HH351,IT,4
Mo08HH352,IT,2
Mo08HH353,IT,4
Mo08HH354,IT,5
Mo08HH355,IT,4
Mo08HH356,IT,3
Mo08HH357,IT,4
Mo08HH358,IT,4
Mo08HH359,IT,4
Mo08HH360,IT,2
Mo08HH361,IT,3
Mo08HH362,IT,2
Mo08HH363,IT,3
Mo08HH364,IT,4
Mo08HH365,IT,2
Mo08HH366,IT,5
Mo08HH367,IT,1
Mo08HH368,IT,5
Mo08HH369,IT,5
Mo08HH370,IT,2
Mo08HH371,IT,1
Mo08HH372,IT,3
Mo08HH373,IT,3
Mo08HH374,IT,2
Mo08HH375,IT,5
Mo08HH376,IT,1
Mo08HH377,IT,4
Mo08HH378,IT,4
Mo08HH379,IT,3
Mo08HH380,IT,5
Mo08HH381,IT,1
Mo08HH382,IT,4
Mo08HH383,IT,3
Mo08HH384,IT,5
Mo08HH385,IT,4
Mo08HH386,IT,4
Mo08HH387,IT,4
Mo08HH388,IT,3
Mo08HH389,IT,5
Mo08HH390,IT,2
Mo08HH391,IT,4
Mo08HH392,IT,2
Mo08HH393,IT,1
Mo08HH394,IT,4
Mo08HH395,IT,4
Mo08HH396,IT,4
Mo08HH397,IT,4
Mo08HH398,IT,3
Mo08HH399,IT,3
Mo08HH400,IT,2
Mo08HH401,IT,2
Mo08HH402,IT,3
Mo08HH403,IT,3
Mo08HH404,IT,4
Mo08HH405,IT,3
Mo08HH406,IT,4
Mo08HH407,IT,4
Mo08HH408,IT,2
Mo08HH409,IT,3
Mo08HH410,IT,3
Mo08HH411,IT,3
Mo08HH412,IT,7
Mo08HH413,IT,5
Mo08HH414,IT,3
Mo08HH415,IT,3
Mo08HH416,IT,5
Mo08HH417,IT,4
Mo08HH418,IT,4
Mo08HH419,IT,1
Mo08HH420,IT,2
Mo08HH421,IT,4
Mo08HH422,IT,4
Mo08HH423,IT,3
Mo08HH424,IT,3
Mo08HH425,IT,3
Mo08HH426,IT,2
Mo08HH427,IT,4
Mo08HH428,IT,4
Mo08HH429,IT,5
Mo08HH430,IT,3
Mo08HH431,IT,5
Mo08HH432,IT,4
Mo08HH433,IT,6
Mo08HH434,IT,1
Mo08HH435,IT,5
Mo08HH436,IT,4
Mo08HH437,IT,1
Mo08HH438,IT,2
Mo08HH439,IT,3
Mo08HH440,IT,3
Mo08HH441,IT,4
Mo08HH442,IT,3
Mo08HH443,IT,2
Mo08HH444,IT,4
Mo08HH445,IT,3
Mo08HH446,IT,4
Mo08HH447,IT,5
Mo08HH448,IT,3
Mo08HH449,IT,4
Mo08HH450,IT,2
Mo08HH451,IT,4
Mo08HH452,IT,5
Mo08HH453,IT,5
Mo08HH454,IT,2
Mo08HH455,IT,4
Mo08HH456,IT,4
Mo08HH457,IT,4
Mo08HH458,IT,3
Mo08HH459,IT,4
Mo08HH460,IT,2
Mo08HH461,IT,4
Mo08HH462,IT,2
Mo08HH463,IT,6
Mo08HH464,IT,5
Mo08HH465,IT,4
Mo08HH466,IT,5
Mo08HH467,IT,2
Mo08HH468,IT,2
Mo08HH469,IT,6
Mo08HH470,IT,4
Mo08HH471,IT,5
Mo08HH472,IT,4
Mo08HH473,IT,4
Mo08HH474,IT,4
Mo08HH475,IT,3
Mo08HH476,IT,3
Mo08HH477,IT,4
Mo08HH478,IT,4
Mo08HH479,IT,6
Mo08HH480,IT,3
Mo08HH481,IT,4
Mo08HH482,IT,2
Mo08HH483,IT,5
Mo08HH484,IT,4
Mo08HH485,IT,4
Mo08HH486,IT,1
Mo08HH487,IT,5
Mo08HH488,IT,4
Mo08HH489,IT,4
Mo08HH490,IT,2
Mo08HH491,IT,4
Mo08HH492,IT,2
Mo08HH493,IT,3
Mo08HH494,IT,4
Mo08HH495,IT,4
Mo08HH496,IT,2
Mo08HH497,IT,1
Mo08HH498,IT,4
Mo08HH499,IT,2
Mo08HH500,IT,1
Mo08HH501,IT,2
Mo08HH502,IT,2
Mo08HH503,IT,3
Mo08HH504,IT,2
Mo08HH505,IT,3
Mo08HH506,IT,2
Mo08HH507,IT,4
Mo08HH508,IT,2
Mo08HH509,IT,4
Mo08HH510,IT,1
Mo08HH511,IT,4
Mo08HH512,IT,5
Mo08HH513,IT,3
Mo08HH514,IT,3
Mo08HH515,IT,3
Mo08HH516,IT,2
Mo08HH517,IT,2
Mo08HH518,IT,3
Mo08HH519,IT,4
Mo08HH520,IT,3
Mo08HH521,IT,3
Mo08HH522,IT,1
Mo08HH523,IT,1
Mo08HH524,IT,3
Mo08HH525,IT,4
Mo08HH526,IT,2
Mo08HH527,IT,4
Mo08HH528,IT,3
Mo08HH529,IT,2
Mo08HH530,IT,3
Mo08HH531,IT,2
Mo08HH532,IT,3
Mo08HH533,IT,4
Mo08HH534,IT,5
Mo08HH535,IT,1
Mo08HH536,IT,4
Mo08HH537,IT,1
Mo08HH538,IT,4
Mo08HH539,IT,4
Mo08HH540,IT,3
Mo08HH541,IT,3
Mo08HH542,IT,3
Mo08HH543,IT,1
Mo08HH544,IT,2
Mo08HH545,IT,4
Mo08HH546,IT,4
Mo08HH547,IT,3
Mo08HH548,IT,5
Mo08HH549,IT,1
Mo08HH550,IT,5
Mo08HH551,IT,4
Mo08HH552,IT,2
Mo08HH553,IT,2
Mo08HH554,IT,2
Mo08HH555,IT,4
Mo08HH556,IT,6
Mo08HH557,IT,2
Mo08HH558,IT,5
Mo08HH559,IT,3
Mo08HH560,IT,2
Mo08HH561,IT,4
Mo08HH562,IT,4
Mo08HH563,IT,2
Mo08HH564,IT,3
Mo08HH565,IT,4
Mo08HH566,IT,1
Mo08HH567,IT,4
Mo08HH568,IT,2
Mo08HH569,IT,4
Mo08HH570,IT,6
Mo08HH571,IT,4
Mo08HH572,IT,4
Mo08HH573,IT,3
Mo08HH574,IT,2
Mo08HH575,IT,3
Mo08HH576,IT,4
Mo08HH577,IT,2
Mo08HH578,IT,2
Mo08HH579,IT,4
Mo08HH580,IT,1
Mo08HH581,IT,3
Mo08HH582,IT,3
Mo08HH583,IT,5
Mo08HH584,IT,4
Mo08HH585,IT,3
Mo08HH586,IT,4
Mo08HH587,IT,4
Mo08HH588,IT,3
Mo08HH589,IT,2
Mo08HH590,IT,3
Mo08HH591,IT,4
Mo08HH592,IT,5
Mo08HH593,IT,1
Mo08HH594,IT,4
Mo08HH595,IT,4
Mo08HH596,IT,2
Mo08HH597,IT,3
Mo08HH598,IT,4
Mo08HH599,IT,4
Mo08HH600,IT,4
Mo08HH601,IT,2
Mo08HH602,IT,3
Mo08HH603,IT,4
Mo08HH604,IT,2
Mo08HH605,IT,3
Mo08HH606,IT,3
Mo08HH607,IT,4
Mo08HH608,IT,5
Mo08HH609,IT,5
Mo08HH610,IT,3
Mo08HH611,IT,4
Mo08HH612,IT,4
Mo08HH613,IT,3
Mo08HH614,IT,5
Mo08HH615,IT,3
Mo08HH616,IT,9
Mo08HH617,IT,2
Mo08HH618,IT,3
Mo08HH619,IT,3
Mo08HH620,IT,2
Mo08HH621,IT,4
Mo08HH622,IT,4
Mo08HH623,IT,4
Mo08HH624,IT,4
Mo08HH625,IT,5
Mo08HH626,IT,4
Mo08HH627,IT,4
Mo08HH628,IT,4
Mo08HH629,IT,4
Mo08HH630,IT,4
Mo08HH631,IT,3
Mo08HH632,IT,3
Mo08HH633,IT,4
Mo08HH634,IT,4
Mo08HH635,IT,5
Mo08HH636,IT,3
Mo08HH637,IT,4
Mo08HH638,IT,4
Mo08HH639,IT,3
Mo08HH640,IT,2
Mo08HH641,IT,5
Mo08HH642,IT,4
Mo08HH643,IT,2
Mo08HH644,IT,3
Mo08HH645,IT,4
Mo08HH646,IT,6
Mo08HH647,IT,2
Mo08HH648,IT,4
Mo08HH649,IT,4
Mo08HH650,IT,3
Mo08HH651,IT,2
Mo08HH652,IT,3
Mo08HH653,IT,4
Mo08HH654,IT,3
Mo08HH655,IT,2
Mo08HH656,IT,4
Mo08HH657,IT,3
Mo08HH658,IT,1
Mo08HH659,IT,2
Mo08HH660,IT,1
Mo08HH661,IT,4
Mo08HH662,IT,2
Mo08HH663,IT,4
Mo08HH664,IT,1
Mo08HH665,IT,2
Mo08HH666,IT,2
Mo08HH667,IT,4
Mo08HH668,IT,2
Mo08HH669,IT,4
Mo08HH670,IT,4
Mo08HH671,IT,3
Mo08HH672,IT,2
Mo08HH673,IT,2
Mo08HH674,IT,5
Mo08HH675,IT,4
Mo08HH676,IT,5
Mo08HH677,IT,4
Mo08HH678,IT,2
Mo08HH679,IT,1
Mo08HH680,IT,1
Mo08HH681,IT,4
Mo08HH682,IT,2
Mo08HH683,IT,4
Mo08HH684,IT,3
Mo08HH685,IT,1
Mo08HH686,IT,4
Mo08HH687,IT,3
Mo08HH688,IT,3
Mo08HH689,IT,2
Mo08HH690,IT,4
Mo08HH691,IT,4
Mo08HH692,IT,3
Mo08HH693,IT,2
Mo08HH694,IT,4
Mo08HH695,IT,4
Mo08HH696,IT,3
Mo08HH697,IT,3
Mo08HH698,IT,6
Mo08HH699,IT,4
Mo08HH700,IT,3
Mo08HH701,IT,4
Mo08HH702,IT,3
Mo08HH703,IT,1
Mo08HH704,IT,6
Mo08HH705,IT,3
Mo08HH706,IT,5
Mo08HH707,IT,1
Mo08HH708,IT,4
Mo08HH709,IT,2
Mo08HH710,IT,3
Mo08HH711,IT,3
Mo08HH712,IT,3
Mo08HH713,IT,4
Mo08HH714,IT,2
Mo08HH715,IT,4
Mo08HH716,IT,5
Mo08HH717,IT,4
Mo08HH718,IT,4
Mo08HH719,IT,6
Mo08HH720,IT,4
Mo08HH721,IT,3
Mo08HH722,IT,4
Mo08HH723,IT,3
Mo08HH724,IT,2
Mo08HH725,IT,5
Mo08HH726,IT,1
Mo08HH727,IT,2
Mo08HH728,IT,2
Mo08HH729,IT,3
Mo08HH730,IT,6
Mo08HH731,IT,5
Mo08HH732,IT,3
Mo08HH733,IT,4
Mo08HH734,IT,4
Mo08HH735,IT,3
Mo08HH736,IT,4
Mo08HH737,IT,4
Mo08HH738,IT,4
Mo08HH739,IT,4
Mo08HH740,IT,2
Mo08HH741,IT,3
Mo08HH742,IT,3
Mo08HH743,IT,2
Mo08HH744,IT,3
Mo08HH745,IT,4
Mo08HH746,IT,3
Mo08HH747,IT,5
Mo08HH748,IT,5
Mo08HH749,IT,1
Mo08HH750,IT,1
Mo08HH751,IT,2
Mo08HH752,IT,4
Mo08HH753,IT,2
Mo08HH754,IT,2
Mo08HH755,IT,4
Mo08HH756,IT,5
Mo08HH757,IT,1
Mo08HH758,IT,4
Mo08HH759,IT,4
Mo08HH760,IT,6
Mo08HH761,IT,1
Mo08HH762,IT,4
Mo08HH763,IT,4
Mo08HH764,IT,3
Mo08HH765,IT,4
Mo08HH766,IT,3
Mo08HH767,IT,5
Mo08HH768,IT,1
Mo08HH769,IT,5
Mo08HH770,IT,3
Mo08HH771,IT,2
Mo08HH772,IT,4
Mo08HH773,IT,4
Mo08HH774,IT,3
Mo08HH775,IT,5
Mo08HH776,IT,4
Mo08HH777,IT,4
Mo08HH778,IT,1
Mo08HH779,IT,2
Mo08HH780,IT,4
Mo08HH781,IT,1
Mo08HH782,IT,3
Mo08HH783,IT,3
Mo08HH784,IT,3
Mo08HH785,IT,3
Mo08HH786,IT,3
Mo08HH787,IT,5
Mo08HH788,IT,5
Mo08HH789,IT,2
Mo08HH790,IT,3
Mo08HH791,IT,2
Mo08HH792,IT,4
Mo08HH793,IT,5
Mo08HH794,IT,3
Mo08HH795,IT,4
Mo08HH796,IT,2
Mo08HH797,IT,2
Mo08HH798,IT,2
Mo08HH799,IT,5
Mo08HH800,IT,2
Mo08HH801,IT,1
Mo08HH802,IT,2
Mo08HH803,IT,3
Mo08HH804,IT,4
Mo08HH805,IT,2
Mo08HH806,IT,3
Mo08HH807,IT,4
Mo08HH808,IT,4
Mo08HH809,IT,3
Mo08HH810,IT,1
Mo08HH811,IT,4
Mo08HH812,IT,2
Mo08HH813,IT,3
Mo08HH814,IT,3
Mo08HH815,IT,3
Mo08HH816,IT,4
Mo08HH817,IT,4
Mo08HH818,IT,3
Mo08HH819,IT,6
Mo08HH820,IT,3
Mo08HH821,IT,3
Mo08HH822,IT,2
Mo08HH823,IT,3
Mo08HH824,IT,4
Mo08HH825,IT,2
Mo08HH826,IT,4
Mo08HH827,IT,3
Mo08HH828,IT,2
Mo08HH829,IT,4
Mo08HH830,IT,4
Mo08HH831,IT,4
Mo08HH832,IT,4
Mo08HH833,IT,4
Mo08HH834,IT,1
Mo08HH835,IT,3
Mo08HH836,IT,4
Mo08HH837,IT,4
Mo08HH838,IT,4
Mo08HH839,IT,3
Mo08HH840,IT,4
Mo08HH841,IT,2
Mo08HH842,IT,3
Mo08HH843,IT,4
Mo08HH844,IT,4
Mo08HH845,IT,5
Mo08HH846,DE,4
Mo08HH847,DE,4
Mo08HH848,DE,7
Mo08HH849,DE,3
Mo08HH850,DE,4
Mo08HH851,DE,3
Mo08HH852,DE,3
Mo08HH853,DE,3
Mo08HH854,DE,4
Mo08HH855,DE,3
Mo08HH856,DE,3
Mo08HH857,DE,3
Mo08HH858,DE,2
Mo08HH859,DE,3
Mo08HH860,DE,3
Mo08HH861,DE,2
Mo08HH862,DE,3
Mo08HH863,DE,3
Mo08HH864,DE,3
Mo08HH865,DE,4
Mo08HH866,DE,4
Mo08HH867,DE,3
Mo08HH868,DE,3
Mo08HH869,DE,3
Mo08HH870,DE,3
Mo08HH871,DE,4
Mo08HH872,DE,3
Mo08HH873,DE,4
Mo08HH874,DE,1
Mo08HH875,DE,4
Mo08HH876,DE,3
Mo08HH877,DE,3
Mo08HH878,DE,3
Mo08HH879,DE,4
Mo08HH880,DE,7
Mo08HH881,DE,3
Mo08HH882,DE,4
Mo08HH883,DE,3
Mo08HH884,DE,4
Mo08HH885,DE,3
Mo08HH886,DE,4
Mo08HH887,DE,4
Mo08HH888,DE,2
Mo08HH889,DE,5
Mo08HH890,DE,3
Mo08HH891,DE,4
Mo08HH892,DE,4
Mo08HH893,DE,5
Mo08HH894,DE,3
Mo08HH895,DE,3
Mo08HH896,DE,3
Mo08HH897,DE,3
Mo08HH898,DE,5
Mo08HH899,DE,4
Mo08HH900,DE,7
Mo08HH901,DE,4
Mo08HH902,DE,5
Mo08HH903,DE,4
Mo08HH904,DE,4
Mo08HH905,DE,4
Mo08HH906,DE,3
Mo08HH907,DE,3
Mo08HH908,DE,5
Mo08HH909,DE,5
Mo08HH910,DE,4
Mo08HH911,DE,4
Mo08HH912,DE,5
Mo08HH913,DE,4
Mo08HH914,DE,4
Mo08HH915,DE,2
Mo08HH916,DE,4
Mo08HH917,DE,4
Mo08HH918,DE,6
Mo08HH919,DE,2
Mo08HH920,DE,3
Mo08HH921,DE,3
Mo08HH922,DE,5
Mo08HH923,DE,3
Mo08HH924,DE,6
Mo08HH925,DE,4
Mo08HH926,DE,4
Mo08HH927,DE,2
Mo08HH928,DE,4
Mo08HH929,DE,4
Mo08HH930,DE,2
Mo08HH931,DE,4
Mo08HH932,DE,3
Mo08HH933,DE,6
Mo08HH934,DE,6
Mo08HH935,DE,5
Mo08HH936,DE,1
Mo08HH937,DE,4
Mo08HH938,DE,2
Mo08HH939,DE,4
Mo08HH940,DE,6
Mo08HH941,DE,3
Mo08HH942,DE,4
Mo08HH943,DE,6
Mo08HH944,DE,6
Mo08HH945,DE,4
Mo08HH946,DE,3
Mo08HH947,DE,3
Mo08HH948,DE,3
Mo08HH949,DE,4
Mo08HH950,DE,3
Mo08HH951,DE,3
Mo08HH952,DE,4
Mo08HH953,DE,5
Mo08HH954,DE,4
Mo08HH955,DE,3
Mo08HH956,DE,3
Mo08HH957,DE,5
Mo08HH958,DE,3
Mo08HH959,DE,3
Mo08HH960,DE,4
Mo08HH961,DE,4
Mo08HH962,DE,2
Mo08HH963,DE,4
Mo08HH964,DE,4
Mo08HH965,DE,3
Mo08HH966,DE,4
Mo08HH967,DE,3
Mo08HH968,DE,4
Mo08HH969,DE,4
Mo08HH970,DE,4
Mo08HH971,DE,3
Mo08HH972,DE,4
Mo08HH973,DE,3
Mo08HH974,DE,4
Mo08HH975,DE,4
Mo08HH976,DE,2
Mo08HH977,DE,3
Mo08HH978,DE,5
Mo08HH979,DE,4
Mo08HH980,DE,4
Mo08HH981,DE,3
Mo08HH982,DE,3
Mo08HH983,DE,3
Mo08HH984,DE,4
Mo08HH985,DE,5
Mo08HH986,DE,4
Mo08HH987,DE,3
Mo08HH988,DE,3
Mo08HH989,DE,3
Mo08HH990,DE,2
Mo08HH991,DE,4
Mo08HH992,DE,3
Mo08HH993,DE,5
Mo08HH994,DE,5
Mo08HH995,DE,4
Mo08HH996,DE,3
Mo08HH997,DE,5
Mo08HH998,DE,4
Mo08HH999,DE,4
Mo08HH1000,DE,2
Mo08HH1001,DE,4
Mo08HH1002,DE,4
Mo08HH1003,DE,3
Mo08HH1004,DE,1
Mo08HH1005,DE,3
Mo08HH1006,DE,4
Mo08HH1007,DE,6
Mo08HH1008,DE,4
Mo08HH1009,DE,5
Mo08HH1010,DE,4
Mo08HH1011,DE,3
Mo08HH1012,DE,3
Mo08HH1013,DE,6
Mo08HH1014,DE,3
Mo08HH1015,DE,5
Mo08HH1016,DE,3
Mo08HH1017,DE,5
Mo08HH1018,DE,4
Mo08HH1019,DE,5
Mo08HH1020,DE,2
Mo08HH1021,DE,3
Mo08HH1022,DE,5
Mo08HH1023,DE,4
Mo08HH1024,DE,3
Mo08HH1025,DE,3
Mo08HH1026,DE,3
Mo08HH1027,DE,2
Mo08HH1028,DE,6
Mo08HH1029,DE,3
Mo08HH1030,DE,3
Mo08HH1031,DE,3
Mo08HH1032,DE,4
Mo08HH1033,DE,2
Mo08HH1034,DE,3
Mo08HH1035,DE,2
Mo08HH1036,DE,5
Mo08HH1037,DE,2
Mo08HH1038,DE,3
Mo08HH1039,DE,3
Mo08HH1040,DE,5
Mo08HH1041,DE,3
Mo08HH1042,DE,3
Mo08HH1043,DE,4
Mo08HH1044,DE,2
Mo08HH1045,DE,5
Mo08HH1046,DE,3
Mo08HH1047,DE,5
Mo08HH1048,DE,4
Mo08HH1049,DE,2
Mo08HH1050,DE,3
Mo08HH1051,DE,3
Mo08HH1052,DE,3
Mo08HH1053,DE,5
Mo08HH1054,DE,3
Mo08HH1055,DE,5
Mo08HH1056,DE,3
Mo08HH1057,DE,3
Mo08HH1058,DE,3
Mo08HH1059,DE,4
Mo08HH1060,DE,3
Mo08HH1061,DE,4
Mo08HH1062,DE,3
Mo08HH1063,DE,5
Mo08HH1064,DE,6
Mo08HH1065,DE,4
Mo08HH1066,DE,3
Mo08HH1067,DE,4
Mo08HH1068,DE,3
Mo08HH1069,DE,5
